City,State,Latitude,Longitude,Severity,Traffic_Volume,Avg_Speed,Weather_Impact,Timestamp
Los Angeles,CA,44.34383728151876,-86.28480228583282,4,3399,15.614512166613004,Snow,2023-02-10 03:00:00
Paterson,NJ,40.15110638109881,-86.28843332070619,4,3131,20.532738498567394,None,2023-06-03 03:00:00
Detroit,MI,36.355132503432884,-116.07068632113136,4,4177,44.35707124838997,Snow,2023-07-02 21:00:00
Newark,NJ,31.800613790532633,-85.86845672822983,3,3101,23.631764219895977,Fog,2023-05-20 14:00:00
Spokane,WA,41.112239712689345,-75.90442247410522,4,3788,18.50543352028237,Snow,2023-09-13 07:00:00
Columbus,OH,47.99685269986374,-85.02507067664453,3,2904,22.437839675515868,Storm,2023-07-05 16:00:00
Houston,TX,25.74325968870628,-85.70333197210769,4,4704,22.505370508033053,Storm,2023-05-21 11:00:00
Savannah,GA,47.21209769643848,-88.51337018894355,1,4795,6.662600095193381,Fog,2023-04-25 20:00:00
Seattle,WA,26.868118563124433,-114.20120274998257,4,743,62.24920196712929,Snow,2023-12-16 10:00:00
Miami,FL,40.621570479370845,-108.78494874704731,2,970,29.172533675812684,None,2023-04-28 14:00:00
Trenton,NJ,42.124139678464985,-111.05293018806451,1,4231,23.780129309459642,Fog,2023-11-02 15:00:00
Scottsdale,AZ,33.87402532586934,-93.95226812005045,3,1216,58.85539379009673,Fog,2023-01-08 06:00:00
Lansing,MI,31.90802688490116,-90.94226382042862,2,3301,58.06697446548439,Rain,2023-05-28 02:00:00
Mesa,AZ,28.862433096655188,-95.22313265928557,4,4887,26.738777015581768,Fog,2023-05-05 14:00:00
Buffalo,NY,37.67955863537922,-104.82681719446929,2,1847,58.25161512644277,Rain,2023-07-08 11:00:00
Worcester,MA,47.162677849500625,-115.19050084969292,3,1262,41.30479258268764,Snow,2023-03-05 19:00:00
Tampa,FL,47.62868785043296,-112.4416580702663,3,3182,40.22720880747283,Snow,2023-08-06 21:00:00
Philadelphia,PA,36.12349936374458,-113.83747883065229,1,3196,34.08299658126552,Rain,2023-07-11 11:00:00
Springfield,MA,37.66562307992923,-94.58385768510388,4,3954,36.14630162708671,Rain,2023-09-07 12:00:00
Dallas,TX,38.93850723357533,-105.2067607117007,4,4972,40.04550777588298,Storm,2023-01-27 01:00:00
Atlanta,GA,40.80902426003979,-84.48384708775653,4,1344,54.766771364376346,Rain,2023-07-30 01:00:00
Norfolk,VA,40.43091447851866,-77.58713468739268,3,2239,10.204529045631096,Rain,2023-06-19 09:00:00
Worcester,MA,44.44767557170092,-122.78982758685527,1,651,51.673893013879415,Rain,2023-12-18 19:00:00
Springfield,IL,31.645272938514715,-87.02107508596805,3,4503,40.88339065868236,Storm,2023-12-21 07:00:00
Bellevue,WA,34.33094145319888,-97.54938848974768,4,4258,14.444371214323265,Storm,2023-02-23 03:00:00
Raleigh,NC,30.92393535565535,-81.51090936891786,3,1626,51.64248399589831,Rain,2023-06-23 16:00:00
Detroit,MI,33.12859479884165,-109.6102785111785,3,559,35.91386183166922,Snow,2023-12-21 12:00:00
Houston,TX,46.52308774316357,-95.50352964130603,4,4177,39.05020499866095,Fog,2023-05-13 11:00:00
Jacksonville,FL,33.37617041129751,-108.1000811124465,4,1960,17.198592536781383,Storm,2023-06-20 13:00:00
Allentown,PA,38.739756495463666,-69.02374226945759,2,4906,51.033105932842275,Fog,2023-06-14 13:00:00
Tacoma,WA,28.455015016175135,-114.83624909886284,2,3448,58.90475624638499,Fog,2023-02-18 18:00:00
Richmond,VA,34.241587598479526,-96.30709036015244,2,4461,15.364777446469613,None,2023-10-31 17:00:00
Paterson,NJ,44.26836776339867,-110.82213103745373,2,3612,23.92787354847395,Storm,2023-01-06 02:00:00
Columbus,GA,40.52949929268817,-85.01794541734435,1,3158,43.5235365166206,Snow,2023-11-21 07:00:00
Orlando,FL,45.270975096619395,-86.68968774475957,3,4050,9.661335001001845,Storm,2023-03-04 14:00:00
Orlando,FL,43.181876921176055,-112.65559013304397,4,1074,17.637064210895748,Snow,2023-09-26 15:00:00
Houston,TX,33.23363386356564,-112.01691738729568,2,2172,23.43505489492921,Storm,2023-01-30 11:00:00
Jacksonville,FL,47.63098649005457,-94.96208029224219,1,3349,42.90052546656936,None,2023-10-27 02:00:00
Newark,NJ,38.61555040669903,-118.06442474689864,3,4092,57.126795308699634,Rain,2023-10-28 03:00:00
Durham,NC,45.443647908664495,-97.60244162856179,3,4894,30.418416486888443,Fog,2023-02-05 13:00:00
Dallas,TX,47.96811698566522,-81.79405286126301,3,2638,8.008815934829363,Fog,2023-05-16 21:00:00
Detroit,MI,41.387590972644865,-73.2823781571562,1,2774,32.16581440818911,Rain,2023-10-17 05:00:00
Savannah,GA,43.38296826403331,-98.14948154508701,1,627,5.712944789619954,Storm,2023-06-08 03:00:00
Orlando,FL,38.864473307896674,-106.75377106746112,4,3121,5.373163701757435,None,2023-12-12 22:00:00
Atlanta,GA,31.267253677344698,-94.1595863026416,2,3857,27.168374874802645,Rain,2023-03-20 18:00:00
Cleveland,OH,26.53316622740521,-105.92825462822458,2,4260,21.125162265069303,None,2023-04-21 17:00:00
Erie,PA,29.970529979125672,-95.79003791964202,2,4897,55.45551744596196,Fog,2023-12-26 23:00:00
Cleveland,OH,40.095248620256456,-78.47104535664937,1,1565,35.17779194889632,Rain,2023-03-27 11:00:00
San Diego,CA,36.59936912733986,-90.73247925969842,2,3651,55.030955469865354,Storm,2023-08-31 16:00:00
Durham,NC,28.280529090358186,-112.54810208138726,2,862,16.507029526741658,Rain,2023-08-27 14:00:00
Paterson,NJ,39.431412637648116,-122.47181514674504,3,1395,34.79219636331978,Fog,2023-08-09 03:00:00
Los Angeles,CA,41.49070286837991,-96.04750080586773,3,3863,43.26806195357439,None,2023-05-30 10:00:00
Los Angeles,CA,27.87445690081171,-111.04547041105627,1,3508,29.869039073924476,Fog,2023-07-08 08:00:00
Norfolk,VA,39.58575627784115,-67.68660297247357,3,691,25.84625689636207,Rain,2023-01-12 12:00:00
Durham,NC,40.65387848844006,-79.889331776334,1,4992,23.132657406729223,None,2023-12-09 08:00:00
Arlington,VA,39.22024130071706,-98.7586047311209,1,4681,52.3803647381306,Snow,2023-02-04 16:00:00
Cambridge,MA,38.680090249066204,-91.82609798235839,3,2239,32.907537992865194,Fog,2023-01-19 22:00:00
San Francisco,CA,47.721732189625925,-103.70663200374878,3,1780,24.613232179741164,None,2023-07-20 09:00:00
Cleveland,OH,37.46390893027945,-92.68893594676283,1,3420,17.025843165302106,Snow,2023-04-18 11:00:00
Raleigh,NC,36.43663927837098,-99.39542117001363,2,1544,60.75730863764718,Storm,2023-07-06 02:00:00
Allentown,PA,33.696733012677356,-96.43494061061043,2,2582,25.60695353246935,None,2023-02-14 06:00:00
Norfolk,VA,42.633949783785724,-80.79129755903872,2,4285,51.3377977573638,Snow,2023-02-23 17:00:00
Savannah,GA,37.55442156265649,-76.21923640097478,3,2773,13.47609496983772,Rain,2023-12-26 10:00:00
Austin,TX,30.268626373110717,-99.72152625492114,3,4716,54.855850391144266,Rain,2023-10-25 12:00:00
San Francisco,CA,35.73443680986554,-95.05150737215791,3,3565,24.008152684662544,None,2023-10-10 17:00:00
Columbus,GA,45.87621413798835,-85.65557670667661,1,1543,21.6059809168572,Fog,2023-07-01 19:00:00
Miami,FL,41.5738878440939,-100.78005575643584,4,984,64.5512299325532,None,2023-07-13 19:00:00
New York,NY,41.36471394359688,-84.52538325524509,1,503,57.27064792682584,Fog,2023-08-10 11:00:00
Trenton,NJ,37.721803521733165,-84.62933898033265,4,4045,18.78605821372668,Fog,2023-07-17 10:00:00
Naperville,IL,32.6050433204367,-94.00713938891,1,3432,23.353374226896015,Rain,2023-02-09 18:00:00
Arlington,VA,30.8359232007819,-112.03433090285768,3,4972,31.14019332900218,None,2023-06-30 04:00:00
Dallas,TX,30.03756134172385,-93.89509685894751,3,2587,9.529036031550797,Fog,2023-12-29 06:00:00
Peoria,IL,41.449512145723105,-101.03325587856786,2,2973,9.637026584589039,None,2023-11-24 02:00:00
Grand Rapids,MI,41.32951193833965,-92.06608506781396,2,4047,54.31938437783364,Rain,2023-06-22 04:00:00
Mesa,AZ,27.642365101056125,-102.84684461758422,1,4856,25.993671917345736,Storm,2023-03-05 16:00:00
Greensboro,NC,40.406990987574765,-106.15904258921285,2,3161,57.149552824085106,Rain,2023-02-06 20:00:00
Tucson,AZ,30.259922841773342,-121.7428078908241,3,4826,33.365642319214835,Rain,2023-04-23 02:00:00
Newark,NJ,25.991364119591452,-81.33312153831392,2,722,41.65786687497701,Fog,2023-03-30 17:00:00
Erie,PA,28.897785951612416,-103.95915767640766,3,3323,37.1095706057725,None,2023-01-23 18:00:00
Columbus,GA,34.3987917361335,-83.96818539918605,2,1447,28.115348042721628,None,2023-06-29 22:00:00
Paterson,NJ,29.41412528420078,-121.9263578419403,2,3307,12.656622562428446,Rain,2023-10-31 23:00:00
Durham,NC,47.98879442290372,-81.8472942527778,4,2141,6.340359397537583,Snow,2023-08-13 10:00:00
Greensboro,NC,28.982908768906558,-110.76079288239433,2,3207,64.8674185754426,Storm,2023-10-16 06:00:00
Mesa,AZ,46.49172474369983,-96.38266453840774,4,4274,27.33615206252441,Snow,2023-09-18 05:00:00
Lansing,MI,43.250539469477815,-106.45977966316599,4,3606,34.74432838233371,Rain,2023-11-26 08:00:00
Cleveland,OH,28.037926592558243,-69.4062402593038,3,1355,44.3446110414368,None,2023-08-03 10:00:00
Greensboro,NC,38.78967796799748,-86.31346890167912,1,1258,40.166512654374074,Snow,2023-04-14 18:00:00
Naperville,IL,32.1633606872077,-117.57816723519974,1,4916,38.96314414889662,Fog,2023-02-16 12:00:00
Los Angeles,CA,43.36966210833702,-87.1960597305748,2,2801,41.380104714759476,None,2023-09-10 09:00:00
Rochester,NY,44.85497046514089,-103.00492314629314,3,1692,32.80584530730566,None,2023-08-02 21:00:00
Houston,TX,45.415371131882445,-74.25553555422252,4,1992,10.214331261832044,Fog,2023-08-29 13:00:00
Durham,NC,40.11611538790546,-67.05643867257902,4,3215,24.025842895967067,None,2023-08-17 23:00:00
Ann Arbor,MI,33.607308211568,-89.32006133449784,2,954,36.83059623435847,Fog,2023-06-16 22:00:00
Jacksonville,FL,46.17814506948748,-93.519606549364,4,3046,15.579848769009356,Storm,2023-01-13 16:00:00
San Diego,CA,43.68580663977536,-67.79065959886888,1,2539,59.326966245540476,Rain,2023-11-06 02:00:00
Chicago,IL,27.665365872807044,-101.17763793954033,4,4663,36.89467663494733,None,2023-01-02 22:00:00
Charlotte,NC,27.517248429617517,-121.20556205115064,2,4294,28.91898511243061,Fog,2023-05-02 09:00:00
Tacoma,WA,32.37109608727147,-95.26461938198021,1,4923,7.228669269561299,None,2023-05-09 00:00:00
Durham,NC,30.396709528447026,-116.61011653818306,4,1052,40.670646621876756,Rain,2023-08-08 01:00:00
San Antonio,TX,42.129317558213614,-77.43576306562315,2,4840,64.41756964425987,Storm,2023-10-11 12:00:00
Augusta,GA,26.82011287033589,-104.91906434338026,2,2565,10.269567451580903,None,2023-12-31 08:00:00
Norfolk,VA,48.60287470888832,-76.30727184298723,1,2053,52.110955087095924,Snow,2023-10-04 06:00:00
Phoenix,AZ,36.960046674218226,-113.46331426140864,1,2499,18.831862864650972,Rain,2023-12-26 08:00:00
Cambridge,MA,30.066836355215933,-88.55267253159661,3,914,35.82613266406753,Snow,2023-01-11 11:00:00
Richmond,VA,37.65107808121726,-123.95815274818293,3,1532,18.256506754842494,Rain,2023-01-09 07:00:00
Worcester,MA,28.771869730855705,-92.0869686117384,2,3904,23.855523516676765,Fog,2023-04-04 00:00:00
Paterson,NJ,35.554111239992636,-108.44087962118039,1,4998,12.176388998610479,Rain,2023-07-01 06:00:00
Savannah,GA,38.7108942414951,-119.95972923673399,3,2721,44.36562520238206,Snow,2023-09-17 19:00:00
Toledo,OH,35.31916821312248,-80.04405640865923,1,3400,30.26633189645446,Snow,2023-01-19 02:00:00
Buffalo,NY,42.49623231815565,-110.04017513350581,4,2828,52.56066266382607,Rain,2023-01-12 12:00:00
Philadelphia,PA,31.491825561682084,-67.66529942013224,3,1163,36.02008683225717,Fog,2023-07-16 05:00:00
Tampa,FL,33.60179951058372,-92.97327571050957,2,1651,15.767284794963444,Storm,2023-11-27 06:00:00
San Jose,CA,42.64913847874626,-84.14726054443831,2,4745,11.499866844534111,Rain,2023-02-12 06:00:00
Toledo,OH,37.570334975569914,-77.12305723773503,1,3966,16.223889139088133,Storm,2023-02-27 07:00:00
Worcester,MA,37.33629545270266,-90.18672636312007,4,2478,32.230177586769436,Snow,2023-11-07 11:00:00
Springfield,MA,27.91047548568619,-120.49378869071026,2,787,36.21090616829345,Snow,2023-11-12 15:00:00
Cambridge,MA,48.81149779856166,-80.64812849113218,4,1905,49.47019752258454,Fog,2023-08-09 02:00:00
Cleveland,OH,25.164304169031606,-74.65828306547249,1,4390,31.472026989965343,Rain,2023-04-23 06:00:00
Austin,TX,27.80930666926994,-122.61630683535274,1,2225,11.17554769382663,None,2023-02-27 16:00:00
Paterson,NJ,40.59152924951839,-119.51870794591797,2,2334,42.35914963344806,Fog,2023-06-17 16:00:00
Spokane,WA,36.09340114017059,-74.771317497051,1,2430,55.31889253166453,Snow,2023-05-30 21:00:00
Dallas,TX,29.91196223765735,-75.21955228132495,4,3544,51.98178933016601,Storm,2023-12-18 21:00:00
Dallas,TX,46.248794114969115,-106.98724876464217,3,1047,56.361345866273275,Storm,2023-10-23 11:00:00
Raleigh,NC,26.832962411959546,-123.85414382632707,1,1103,15.604517133656016,Snow,2023-05-27 17:00:00
Scottsdale,AZ,43.07068115473719,-99.77344392496327,4,3180,42.275144574117746,Rain,2023-01-25 06:00:00
Peoria,IL,30.315783830639553,-80.54542036940617,1,4228,38.31237331472819,None,2023-07-06 04:00:00
Springfield,IL,27.444494823863963,-120.68918113754138,4,4320,43.8000224370014,Storm,2023-11-16 13:00:00
Charlotte,NC,34.46714096146144,-78.6211488648643,4,4522,23.12271212309448,None,2023-07-24 16:00:00
Albany,NY,32.885450212820004,-106.50414518201214,3,2707,54.60460751614186,None,2023-10-27 04:00:00
Cambridge,MA,29.646512754658055,-99.26276308713673,4,706,59.1300638505324,Fog,2023-12-21 11:00:00
Toledo,OH,44.521589323224426,-88.82140582434175,1,1331,44.07562700123518,Snow,2023-12-29 10:00:00
Tampa,FL,46.62508762239182,-90.69647625126774,2,3173,44.363400448605134,Rain,2023-06-08 22:00:00
Springfield,MA,44.44869887573965,-121.48544979585611,4,4315,59.53631188833886,Rain,2023-08-24 21:00:00
Newark,NJ,44.475976122382185,-117.41924515660294,4,2698,16.85401048310466,Fog,2023-08-16 16:00:00
Grand Rapids,MI,36.702269173120484,-109.69869724858167,1,1136,45.39137571436555,Snow,2023-03-09 22:00:00
Columbus,GA,32.16122364883068,-99.49871784385698,1,2657,7.898411583877447,Rain,2023-04-22 00:00:00
Naperville,IL,25.469892719379104,-96.23660757823112,4,3669,35.04481166109859,None,2023-09-06 17:00:00
Spokane,WA,30.31372036596657,-114.76835042619206,3,4145,24.176663148580616,Fog,2023-09-27 01:00:00
Pittsburgh,PA,43.26786660652151,-121.47172831273008,3,2368,24.177925825998393,None,2023-09-05 10:00:00
Naperville,IL,42.20964375827107,-115.64567105128698,2,3231,40.872311630340235,Snow,2023-11-18 14:00:00
Greensboro,NC,38.02549866469015,-81.67760089627409,3,2661,26.56999449845134,None,2023-11-23 18:00:00
Jacksonville,FL,38.77013425583611,-67.88907791991711,4,1701,62.74493866099155,None,2023-02-09 14:00:00
San Diego,CA,31.432821727388312,-107.3725424119281,2,2070,7.768683279395412,Fog,2023-02-25 11:00:00
Peoria,IL,32.49316079531475,-68.24464932001749,3,3428,50.43937772771401,Rain,2023-08-02 22:00:00
New York,NY,42.36772650374766,-74.81920700509906,3,1645,29.93817601200297,Rain,2023-07-19 02:00:00
Paterson,NJ,38.69641538127188,-79.95950827774598,1,1661,48.23956836514709,Storm,2023-12-04 23:00:00
Norfolk,VA,45.43729966747669,-122.75224769379419,3,4045,16.136742809928865,Fog,2023-04-19 05:00:00
Dallas,TX,40.672999080463285,-72.20405525722992,1,3132,53.246030550129746,None,2023-03-15 23:00:00
Orlando,FL,41.856116903457824,-93.41657563821673,1,4203,20.107944158993085,Storm,2023-09-27 05:00:00
Columbus,GA,47.312700505124916,-81.98010120272747,2,1282,49.61769885263361,None,2023-02-09 15:00:00
Los Angeles,CA,40.24354408740949,-105.59303245571436,4,1288,16.028474806030623,Snow,2023-10-22 07:00:00
Allentown,PA,42.37749302261712,-118.19912004781,4,4980,13.531003242485793,Rain,2023-06-08 10:00:00
Grand Rapids,MI,26.900428933208882,-108.53227968838593,2,1791,35.501620246883974,None,2023-07-30 06:00:00
Rochester,NY,44.39615413000545,-119.12384621149776,1,4060,35.823893658818044,Rain,2023-10-05 08:00:00
Jersey City,NJ,27.59407302690366,-105.03532821716854,1,1739,28.226892769622676,Fog,2023-10-16 00:00:00
Norfolk,VA,36.33438327715186,-94.30717242933811,1,4548,29.068423659821306,Snow,2023-02-02 16:00:00
Durham,NC,32.81636606965341,-113.03716496297876,4,2443,61.55323976117029,Rain,2023-01-06 23:00:00
Durham,NC,36.12157078361684,-113.31758986560584,2,4547,60.12265462766323,Storm,2023-05-05 09:00:00
Arlington,VA,25.71753106369759,-119.51051098438757,1,2545,49.4987682376996,None,2023-01-05 19:00:00
Peoria,IL,32.417082915388086,-93.91965781937147,2,2181,46.858022694297205,Fog,2023-10-12 06:00:00
Augusta,GA,31.663719631079815,-97.63689051099901,3,3125,14.898150319935255,Storm,2023-04-22 21:00:00
Spokane,WA,40.6966930095638,-116.53119451711913,3,4952,57.08725490804225,Storm,2023-05-14 03:00:00
Charlotte,NC,28.52266707971671,-78.10420967780576,2,2453,9.337863003821887,Storm,2023-04-08 07:00:00
Dallas,TX,45.88771294766763,-73.4055417724692,3,4290,56.20392051598407,None,2023-06-17 09:00:00
Buffalo,NY,37.90231194362198,-72.73928331495418,3,2581,56.57944090625405,None,2023-11-30 14:00:00
Cincinnati,OH,36.8768305236708,-68.15144252107073,2,2271,60.160828111428984,Storm,2023-11-29 22:00:00
Austin,TX,28.412940488604505,-79.06301012847187,3,1615,8.283083064273358,Snow,2023-02-26 09:00:00
Seattle,WA,36.81455935017758,-110.65383477041023,3,2458,59.85612115690309,Rain,2023-08-29 21:00:00
Springfield,MA,29.121225941871145,-119.48299552870981,3,2807,28.696093944402584,Rain,2023-10-20 22:00:00
Greensboro,NC,28.239041231806645,-84.32271131468671,3,4940,63.73391092747812,Snow,2023-02-25 20:00:00
Bellevue,WA,43.336463525896875,-116.00489188794963,4,2288,63.302987780559256,Rain,2023-11-28 14:00:00
Naperville,IL,41.31564048029148,-78.76050489894833,4,3674,42.04941904306654,Storm,2023-09-10 10:00:00
Durham,NC,27.919710506798072,-77.05747665768226,3,3090,43.4238174215073,Fog,2023-02-22 06:00:00
Los Angeles,CA,44.72152084089545,-101.81646119299572,3,4151,48.935335288777964,Snow,2023-03-27 02:00:00
Buffalo,NY,36.78101760172745,-74.6136444141899,2,3961,45.74849713613392,None,2023-11-12 01:00:00
Rochester,NY,48.02330594315751,-92.5815085669451,1,659,52.883908568701244,Rain,2023-09-03 18:00:00
Charlotte,NC,32.00929919357109,-106.15490183574835,3,4986,15.52031531681857,Snow,2023-03-22 21:00:00
Cincinnati,OH,35.141667123338486,-119.69925484440661,4,1243,58.287475487327825,Rain,2023-01-03 18:00:00
Columbus,OH,26.465980608109277,-71.48787779916864,4,3536,18.740244436350793,Snow,2023-09-05 08:00:00
Virginia Beach,VA,35.09268579103575,-85.80627613512223,4,731,57.05077422715419,None,2023-06-16 12:00:00
Durham,NC,38.90984855159887,-98.32985153525823,1,1727,42.56578185527496,None,2023-01-21 07:00:00
Buffalo,NY,43.91883713496317,-96.77543817040898,3,1535,7.20037138204618,Storm,2023-03-07 06:00:00
Lansing,MI,43.292277098240874,-108.18300970298321,1,4629,56.840884875775096,Fog,2023-02-26 23:00:00
Virginia Beach,VA,25.374657342498367,-118.61950183249324,4,819,34.3323288181744,Storm,2023-05-14 12:00:00
Trenton,NJ,39.53319594018259,-71.10417903784038,1,4454,7.894782621612304,Fog,2023-06-07 08:00:00
Charlotte,NC,39.28986610419767,-99.93244552835911,2,2856,21.658206818568562,Snow,2023-09-20 13:00:00
Newark,NJ,43.350568038780025,-106.61199433152086,3,3452,17.218628589083917,Storm,2023-05-01 04:00:00
Charlotte,NC,42.148866936860614,-85.74598262998195,4,1450,21.96588857054925,Fog,2023-11-02 09:00:00
Phoenix,AZ,25.231085468448757,-107.75427467628933,3,4440,39.73175870058108,Storm,2023-09-30 16:00:00
Rochester,NY,44.410101464279606,-92.40883389648157,3,757,57.4665198046877,Fog,2023-10-28 01:00:00
Jacksonville,FL,39.522962834954534,-116.27073507661474,3,1151,27.032907591953983,None,2023-02-11 18:00:00
Worcester,MA,30.3792884792305,-102.26835144413123,2,4592,52.62914677679541,Fog,2023-11-22 04:00:00
Los Angeles,CA,47.76826387058835,-100.77829404470975,1,758,53.4926589010966,Storm,2023-01-06 15:00:00
Tacoma,WA,25.053712808498986,-120.61650637613852,1,2320,36.111737138215275,None,2023-01-22 00:00:00
Cambridge,MA,43.09039668737278,-70.27311880152052,3,2540,22.287115883830534,Rain,2023-02-22 04:00:00
Boston,MA,41.47302953953903,-117.82708680289878,3,1787,15.599638855149767,Fog,2023-11-18 11:00:00
Savannah,GA,34.690002651136446,-115.5456583879922,2,1817,29.49552828730852,Fog,2023-12-10 08:00:00
Dallas,TX,41.98772909365086,-103.16529140026012,2,2380,10.46475631351887,None,2023-03-26 11:00:00
Allentown,PA,40.84214084110656,-81.5742907120179,4,4153,17.11285373631339,Rain,2023-01-28 00:00:00
Jacksonville,FL,31.022792113709805,-103.06919761430413,2,2072,28.115619740748713,None,2023-02-04 19:00:00
Erie,PA,40.43500233209802,-79.61609973774927,4,4658,30.545388397142727,Snow,2023-06-17 22:00:00
Charlotte,NC,39.27858669084013,-99.44162709235263,4,1869,29.181098799399564,Storm,2023-11-13 08:00:00
Pittsburgh,PA,38.585176844671864,-74.14459498218639,3,4803,39.20373468547834,Rain,2023-11-23 18:00:00
Jacksonville,FL,43.87507288443253,-114.47979706204713,1,2047,31.652389852546815,Snow,2023-07-13 00:00:00
Raleigh,NC,42.039230357801245,-113.92854462507324,3,2831,13.002770262308394,None,2023-08-02 06:00:00
Boston,MA,34.97257392843076,-69.310450427244,2,4907,63.08443472062105,Rain,2023-01-03 20:00:00
Springfield,IL,26.284952941968697,-114.34419132812818,2,3456,56.67816200212126,None,2023-06-23 23:00:00
San Jose,CA,32.357220525182846,-119.25909582465638,2,3440,43.13982339257272,None,2023-03-13 22:00:00
Columbus,OH,31.087555394193082,-100.36668333240365,3,4313,25.4067139927588,Fog,2023-08-21 13:00:00
Augusta,GA,38.17568654973513,-83.0854147609156,2,4553,48.14959045026421,Rain,2023-10-10 15:00:00
Spokane,WA,29.362299679479722,-69.64970669141181,1,919,5.434510445359047,Rain,2023-09-04 00:00:00
Richmond,VA,26.093991633384363,-90.81453104171916,4,2475,25.449698479513675,Rain,2023-04-18 17:00:00
Philadelphia,PA,37.22995480681958,-81.12396335439388,2,3911,28.20392146720102,Fog,2023-05-30 19:00:00
San Francisco,CA,31.114976774905486,-108.64010279417897,2,4271,59.86306152238894,Storm,2023-05-23 18:00:00
Toledo,OH,35.54110818052669,-102.91152820911493,1,2698,14.799489433984688,None,2023-03-31 07:00:00
Tacoma,WA,46.45263899999705,-75.76756169056239,2,3445,45.15715250098783,None,2023-07-13 18:00:00
Allentown,PA,26.588124863264632,-117.57247809020635,4,4741,23.35799692218068,Rain,2023-08-02 13:00:00
Jersey City,NJ,36.79346725722547,-98.75329834571633,3,3855,9.426211316955413,Fog,2023-12-12 10:00:00
Chicago,IL,42.70254731758445,-105.46797625229472,3,3796,28.275757365547385,None,2023-12-05 16:00:00
San Jose,CA,42.50915333293512,-123.76267246868126,4,3918,6.154942518644657,None,2023-12-06 23:00:00
Austin,TX,31.877501992673515,-67.56895759016942,3,4371,31.187818781499075,None,2023-10-11 03:00:00
Grand Rapids,MI,45.19806376838824,-119.27269151392696,1,3010,6.562580393608075,None,2023-07-12 18:00:00
Worcester,MA,35.51219168765854,-79.78164644583111,1,803,52.828553986438315,Storm,2023-04-24 09:00:00
Tampa,FL,44.317364188488284,-122.89688938375873,4,3976,38.636594307360625,None,2023-12-14 11:00:00
Miami,FL,36.04738932760703,-83.928545909895,3,4378,14.900587889662066,None,2023-04-27 18:00:00
Los Angeles,CA,40.520678351988224,-78.8183862027062,2,4396,61.22924250560427,Fog,2023-05-16 06:00:00
Raleigh,NC,48.69991090895141,-70.78257200182699,1,3509,22.65366337115792,Snow,2023-10-29 01:00:00
Naperville,IL,41.350735130165006,-93.59581358816907,1,2545,16.082484301975754,None,2023-08-05 10:00:00
Worcester,MA,39.17450737147688,-67.38960109550955,1,4934,34.02330001105379,Snow,2023-12-27 15:00:00
Cleveland,OH,42.04441355788808,-84.98021936413275,4,3903,5.250744727774221,None,2023-04-20 19:00:00
Peoria,IL,27.848828989706206,-117.5427829926829,4,1438,55.10128062778834,Fog,2023-08-26 22:00:00
San Jose,CA,46.248250092387195,-123.35447265874905,2,1219,23.994801002874762,Snow,2023-07-13 10:00:00
Greensboro,NC,34.561218001820905,-91.22380143915531,4,4992,32.860337271140864,None,2023-12-07 23:00:00
Miami,FL,39.817500485357954,-82.83359696021853,1,4194,37.59037233574453,Snow,2023-08-29 03:00:00
Columbus,GA,39.566985056992344,-93.52276396430409,3,2967,22.978119422611826,Storm,2023-08-07 09:00:00
Buffalo,NY,26.76616384034466,-115.0310726072174,2,2404,20.82254085174729,None,2023-01-25 11:00:00
Ann Arbor,MI,37.84918481613614,-94.50798736544706,1,4608,23.570614112446627,Fog,2023-07-12 17:00:00
San Francisco,CA,43.69241231788692,-100.91609345940911,2,1085,60.14561285223285,Storm,2023-03-07 03:00:00
Toledo,OH,41.70135975108276,-68.3701468815137,3,1959,5.595987449339656,Snow,2023-10-04 08:00:00
Tampa,FL,27.31870713172099,-118.71919740914464,4,3224,57.08059716384666,None,2023-01-25 10:00:00
Lansing,MI,48.384685927316525,-114.97032866768106,1,2153,41.141795253526276,Fog,2023-03-08 13:00:00
Buffalo,NY,46.94174840502452,-123.79948327272423,4,1252,14.63419418596536,Fog,2023-05-16 12:00:00
Columbus,OH,33.660440499038636,-79.25729150112656,1,1432,36.075801368892414,Rain,2023-12-13 12:00:00
Spokane,WA,47.33586994879899,-81.47477847412506,3,4903,6.717084611557544,Fog,2023-03-04 11:00:00
Atlanta,GA,33.072867541566005,-118.66824157921207,3,1181,40.71036580726775,Fog,2023-03-09 14:00:00
Newark,NJ,27.3756358184723,-76.79967715029903,1,4979,62.351400469944075,Rain,2023-10-20 16:00:00
San Francisco,CA,32.61024981582674,-99.3201730283655,3,2937,32.905364595771566,Snow,2023-05-21 14:00:00
Allentown,PA,25.253931624112735,-96.85194657808674,1,927,58.3829393808076,None,2023-01-28 07:00:00
Norfolk,VA,46.56029998947181,-102.66909993526497,4,2080,56.02683174210036,Rain,2023-09-11 11:00:00
Bellevue,WA,45.134094170240196,-87.92912314327013,1,4263,55.01731519373203,Rain,2023-01-13 00:00:00
Ann Arbor,MI,45.63577444420149,-87.78326657097062,2,3027,36.87359986040478,Fog,2023-07-01 04:00:00
Scottsdale,AZ,34.58610671741491,-101.71393459990833,3,3428,8.875429688256283,Storm,2023-06-21 18:00:00
Philadelphia,PA,30.195579330815107,-92.19949712498158,1,4492,46.125487889552,Storm,2023-06-26 10:00:00
Charlotte,NC,39.468536333836866,-86.80100852312985,4,2187,50.4821031481905,Rain,2023-10-09 03:00:00
