ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-161630,Source2,3,2016-12-31 12:49:32,2016-12-31 13:34:10,41.548077,-93.953697,,,3.92,Accident on I-80 Westbound between Exit 117 County Hwy-R22 Ute Ave and Exit 113 County Hwy-R16 R Ave.,I-80 W,Adel,Dallas,IA,50003,US,US/Central,KPRO,2016-12-31 12:55:00,32.0,21.6,70.0,29.87,10.0,NNW,15.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-153158,Source2,3,2016-09-18 12:28:35,2016-09-18 12:58:35,33.752514,-84.231735,,,0.0,Accident on I-285 Northbound at Exit 43 US-278 Covington Hwy.,I-285 N,Decatur,DeKalb,GA,30032,US,US/Eastern,KPDK,2016-09-18 12:36:00,73.0,,93.0,30.07,5.0,SSE,4.6,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-169916,Source2,2,2017-01-20 09:08:58,2017-01-20 10:23:32,42.014816,-88.336372,,,0.01,Accident on Randall Rd at College Green Dr.,S Randall Rd,Elgin,Kane,IL,60123-5536,US,US/Central,KDPA,2017-01-20 08:52:00,39.0,35.7,93.0,29.65,1.5,ENE,4.6,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-117032,Source2,2,2016-12-07 10:19:12,2016-12-07 10:46:58,28.217136,-82.69270300000002,,,0.01,Accident on FL-54 at Seven Springs Blvd.,State Road 54,New Port Richey,Pasco,FL,34655,US,US/Eastern,KTPA,2016-12-07 09:53:00,71.1,,75.0,30.08,10.0,North,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-115212,Source2,3,2016-06-16 15:09:04,2016-06-16 15:54:04,33.987499,-118.13755,,,0.0,One lane blocked and right hand shoulder blocked due to accident on I-5 Northbound near Exit 128A Bandini Blvd.,Garfield Ave,Los Angeles,Los Angeles,CA,90040,US,US/Pacific,KCQT,2016-06-16 14:47:00,73.0,,48.0,30.01,10.0,Variable,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-172661,Source2,2,2016-09-12 12:52:07,2016-09-12 13:22:07,41.864094,-87.97811899999998,,,0.0,Delays due to accident on Ardmore Ave at Riordan Rd.,S Ardmore Ave,Villa Park,Dupage,IL,60181-3201,US,US/Central,KORD,2016-09-12 12:51:00,75.9,,46.0,30.09,10.0,South,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-24937,Source2,2,2016-10-16 17:15:39,2016-10-16 18:10:00,38.558887,-121.471024,,,0.01,Lane blocked due to accident on US-50 Eastbound at Exits 5B 6B 6C 7 I-80 Bus Capital City Fwy.,US-50 E,Sacramento,Sacramento,CA,95817,US,US/Pacific,KSAC,2016-10-16 16:53:00,62.1,,90.0,29.72,10.0,SSW,15.0,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-162265,Source2,3,2016-10-20 18:51:37,2016-10-20 19:21:28,41.234238,-96.086388,,,0.01,Accident on I-680 Southbound at Exit 1 NE-38 Center Rd.,W Center Rd,Omaha,Douglas,NE,68144,US,US/Central,KMLE,2016-10-20 18:55:00,54.7,,56.0,30.32,10.0,North,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-189668,Source2,2,2016-08-01 18:51:57,2016-08-01 19:21:57,42.784348,-83.786324,,,0.0,Accident on Linden Rd at Lobdell Rd.,Lobdell Rd,Linden,Genesee,MI,48451-9036,US,US/Eastern,KFNT,2016-08-01 18:53:00,84.0,,53.0,30.04,10.0,North,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-68254,Source2,3,2016-11-01 10:33:29,2016-11-01 11:02:56,33.522533,-117.162781,,,0.01,Multi-vehicle accident on I-15 Southbound at Exit 61 Winchester Rd. On the median.,Winchester Rd,Temecula,Riverside,CA,92591,US,US/Pacific,KF70,2016-11-01 10:35:00,59.0,,63.0,30.06,10.0,South,3.5,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-71355,Source2,3,2016-11-11 19:21:54,2016-11-11 19:51:33,33.111694,-117.09668,,,0.01,#3 lane blocked due to accident on I-15 Northbound at Exit 30 9th Ave.,I-15 N,Escondido,San Diego,CA,92025,US,US/Pacific,KRNM,2016-11-11 18:53:00,55.9,,39.0,30.09,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-193454,Source2,3,2016-07-15 16:57:39,2016-07-15 17:42:39,42.337341,-83.124863,,,0.0,Right hand shoulder blocked due to accident on I-94 Eastbound at Exits 212 212A Livernois Ave.,Edsel Ford Fwy E,Detroit,Wayne,MI,48210,US,US/Eastern,KDET,2016-07-15 16:53:00,79.0,,48.0,29.94,10.0,NW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-89215,Source2,3,2016-08-12 21:19:26,2016-08-12 22:04:26,34.120953,-117.890091,,,0.0,#1 lane blocked due to accident on I-210 Westbound at Exit 41 Citrus Ave.,Foothill Fwy W,Azusa,Los Angeles,CA,91702,US,US/Pacific,KEMT,2016-08-12 19:45:00,75.2,,57.0,29.92,10.0,SSW,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-80158,Source2,3,2016-09-28 10:39:18,2016-09-28 11:09:01,34.064995,-118.000229,,,0.0,Lane blocked due to accident on I-10 Eastbound at Exits 31A 31B I-605.,I-605 S,Baldwin Park,Los Angeles,CA,91706,US,US/Pacific,KEMT,2016-09-28 10:45:00,86.0,,29.0,29.95,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-80454,Source2,3,2016-09-29 13:43:14,2016-09-29 14:12:44,33.657345,-117.745468,,,0.0,Accident on I-5 Southbound at Exits 94 94B Spectrum Center Dr.,Santa Ana Fwy S,Irvine,Orange,CA,92618,US,US/Pacific,KSNA,2016-09-29 13:53:00,84.0,,43.0,29.99,10.0,SW,9.2,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-66437,Source2,2,2016-10-23 19:44:25,2016-10-23 20:14:06,33.930958000000004,-118.300308,,,0.01,Accident on Imperial Hwy at Normandie Ave.,S Normandie Ave,Los Angeles,Los Angeles,CA,90047,US,US/Pacific,KHHR,2016-10-23 19:53:00,68.0,,78.0,29.99,8.0,West,5.8,0.01,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
A-127574,Source2,3,2016-11-14 10:32:46,2016-11-14 11:01:53,25.98505,-80.16551199999998,,,0.01,Accident on I-95 Southbound at Exits 18 19 FL-858 Hallandale Beach Blvd.,W Hallandale Beach Blvd,Hallandale,Broward,FL,33009,US,US/Eastern,KFLL,2016-11-14 10:53:00,78.1,,66.0,30.04,10.0,South,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-185159,Source2,2,2016-11-10 17:49:31,2016-11-10 18:19:20,43.177608,-83.76861600000002,,,0.0,Accident on M-57 Vienna Rd near I-75.,I-75 N,Clio,Genesee,MI,48420,US,US/Eastern,KFNT,2016-11-10 17:53:00,57.9,,35.0,29.8,10.0,WSW,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-141881,Source2,2,2016-06-24 15:11:32,2016-06-24 16:11:32,25.898684,-80.32437900000002,,,0.0,Left lane blocked and long queues due to accident on FL-826 Palmetto Expy Southbound at I-75.,Palmetto Expy S,Hialeah,Miami-Dade,FL,33016,US,US/Eastern,KOPF,2016-06-24 14:53:00,91.0,,57.0,30.08,10.0,ESE,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-129976,Source2,2,2016-11-29 09:57:08,2016-11-29 10:26:51,28.35067,-81.59676400000002,,,0.0,Accident on Osceola Pkwy Eastbound at Sherberth Rd.,Sherberth Rd,Orlando,Orange,FL,32830,US,US/Eastern,KISM,2016-11-29 09:56:00,73.9,,79.0,30.07,10.0,SSE,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-99242,Source2,3,2016-04-01 17:24:12,2016-04-01 17:54:12,34.07291,-117.787422,,,0.0,Accident on I-10 Westbound at Exit 43 Fairplex Dr.,I-10 W,Pomona,Los Angeles,CA,91768,US,US/Pacific,KPOC,2016-04-01 17:47:00,69.8,,49.0,30.09,10.0,West,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-26590,Source2,3,2016-08-10 14:01:38,2016-08-10 14:31:38,37.869522,-122.304764,,,0.0,Delays due to accident on I-80 I-580 Westbound at Exit 11 I-580.,Eastshore Fwy W,Berkeley,Alameda,CA,94710,US,US/Pacific,KOAK,2016-08-10 13:53:00,73.0,,55.0,29.91,10.0,WNW,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-132516,Source2,3,2016-09-28 08:07:54,2016-09-28 08:36:49,25.812199,-80.20585600000003,,,0.0,Right lane blocked due to accident on I-95 Southbound at Exits 4 4B FL-112 Airport Expy.,I-95 N,Miami,Miami-Dade,FL,33127,US,US/Eastern,KMIA,2016-09-28 07:53:00,75.0,,96.0,30.01,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-177199,Source2,2,2016-06-23 19:49:54,2016-06-23 20:49:54,41.828712,-88.105362,,,0.0,Very slow traffic due to accident on IL-56 Butterfield Rd at County Hwy-23 Naperville Rd.,Butterfield Rd,Wheaton,DuPage,IL,60189,US,US/Central,KDPA,2016-06-23 19:52:00,70.0,,71.0,29.93,10.0,NE,9.2,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-45328,Source2,2,2016-06-29 17:02:48,2016-06-29 18:02:48,34.023144,-117.811676,,,0.0,Right hand shoulder blocked due to accident on CA-60 Eastbound before Exit 26 Diamond Bar Blvd.,N Diamond Bar Blvd,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-06-29 16:47:00,91.4,,36.0,29.88,10.0,West,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-114864,Source2,2,2016-06-14 14:00:27,2016-06-14 14:45:27,34.154404,-118.384232,,,0.0,One lane blocked due to accident on US-101 Southbound near Exit 14 Laurel Canyon Blvd.,US-101 S,North Hollywood,Los Angeles,CA,91602,US,US/Pacific,KBUR,2016-06-14 13:53:00,71.1,,57.0,29.91,8.0,South,8.1,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-112180,Source2,2,2016-06-04 14:18:54,2016-06-04 15:48:54,33.929905,-118.22525,,,0.01,Accident on CA-90 Imperial Hwy Northbound at Alameda St.,E Imperial Hwy,Lynwood,Los Angeles,CA,90262,US,US/Pacific,KHHR,2016-06-04 13:53:00,69.1,,68.0,29.96,10.0,West,10.4,,Clear,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-178122,Source2,2,2016-07-14 09:25:55,2016-07-14 10:10:55,42.34483,-87.89492800000002,,,0.0,Accident on IL-43 Waukegan Rd at Northpoint Blvd.,Waukegan Rd,Waukegan,Lake,IL,60085,US,US/Central,KUGN,2016-07-14 08:55:00,75.9,,67.0,29.83,10.0,WSW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1028,Source2,3,2016-06-23 12:12:10,2016-06-23 12:42:10,37.70248400000001,-121.740356,,,0.0,#2 lane blocked due to accident on I-580 Westbound at Springtown Blvd.,I-580 E,Livermore,Alameda,CA,94551,US,US/Pacific,KLVK,2016-06-23 11:53:00,81.0,,28.0,30.04,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-196728,Source2,3,2016-12-16 13:15:57,2016-12-16 14:00:42,42.579643,-73.67926,,,0.01,Shoulder blocked on exit ramp due to accident on I-90 Westbound at Exit 10 Miller Rd.,Miller Rd,Castleton on Hudson,Rensselaer,NY,12033,US,US/Eastern,KALB,2016-12-16 12:51:00,12.0,4.1,53.0,30.4,10.0,SSW,4.6,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-192868,Source2,2,2016-07-05 19:31:05,2016-07-05 20:01:05,42.821186,-83.78253199999997,,,0.0,Accident on Bridge St near Murphy St.,N Bridge St,Linden,Genesee,MI,48451-8628,US,US/Eastern,KFNT,2016-07-05 19:53:00,84.9,,43.0,29.86,10.0,West,12.7,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-145717,Source2,3,2016-07-28 06:07:14,2016-07-28 06:52:14,28.006342,-82.302307,,,0.0,Right hand shoulder blocked due to accident on I-4 Westbound between Exit 14 McIntosh Rd and Exit 10 County Hwy-579.,County Road 579,Seffner,Hillsborough,FL,33584,US,US/Eastern,KVDF,2016-07-28 06:15:00,77.0,,89.0,30.07,5.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-11588,Source2,3,2017-01-18 15:45:21,2017-01-18 16:15:05,37.465378,-122.290848,,,0.01,#1 lane blocked due to accident on I-280 Northbound at Exit 29 Edgewood Rd.,Junipero Serra Fwy N,Redwood City,San Mateo,CA,94062,US,US/Pacific,KSQL,2017-01-18 15:56:00,50.0,,94.0,29.79,5.0,ESE,19.6,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-80378,Source2,3,2016-09-29 09:35:44,2016-09-29 10:05:27,33.864437,-118.326408,,,0.0,#2 lane blocked due to accident on I-405 Northbound at Exit 39 Crenshaw Blvd.,San Diego Fwy S,Torrance,Los Angeles,CA,90504,US,US/Pacific,KHHR,2016-09-29 09:53:00,84.0,,38.0,30.02,10.0,East,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-93577,Source2,3,2016-08-30 01:18:09,2016-08-30 02:03:09,33.924652,-118.104149,,,0.0,One lane blocked due to accident on I-605 Southbound at Exits 9A 9B 9C 10 I-105.,I-605 S,Norwalk,Los Angeles,CA,90650,US,US/Pacific,KFUL,2016-08-30 00:53:00,71.1,,78.0,29.87,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-26526,Source2,3,2016-08-10 02:26:21,2016-08-10 02:56:21,37.056808,-120.969688,,,0.0,Accident on I-5 Southbound at Exits 403A 403B CA-33 Highway 152.,I-5 N,Los Banos,Merced,CA,93635,US,US/Pacific,KMCE,2016-08-10 02:53:00,63.0,,72.0,29.77,10.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-197905,Source2,2,2016-12-27 06:27:46,2016-12-27 06:57:03,40.707893,-74.192223,,,0.01,Partially blocked due to jackknifed trailer on US-22 Eastbound at Empire St.,US-22 E,Newark,Essex,NJ,07114,US,US/Eastern,KEWR,2016-12-27 06:51:00,55.9,,84.0,29.85,10.0,SW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-18421,Source2,2,2016-11-23 17:50:59,2016-11-23 18:20:03,37.613815,-122.396652,,,0.01,Accident on US-101 Northbound at Exit 422 Airport Access Rd.,US-101 N,Millbrae,San Mateo,CA,94030,US,US/Pacific,KSFO,2016-11-23 17:56:00,55.0,,67.0,30.34,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-39403,Source2,3,2016-05-21 02:05:03,2016-05-21 03:05:03,37.943432,-122.480415,,,4.58,Two lanes blocked due to accident on I-580 Westbound between Exit 7A Western Dr and Exits 2 2B Main St.,Main St,San Quentin,Marin,CA,94964,US,US/Pacific,KDVO,2016-05-21 01:55:00,46.4,,100.0,29.94,10.0,Calm,,,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-39842,Source2,3,2016-05-25 07:27:06,2016-05-25 08:27:06,37.700802,-121.92276,,,0.01,Right hand shoulder blocked due to accident on I-580 Westbound at Exits 44B 45 I-680.,I-580 E,Pleasanton,Alameda,CA,94588,US,US/Pacific,KLVK,2016-05-25 07:53:00,55.9,,77.0,30.08,10.0,SW,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-184577,Source2,2,2016-11-03 09:45:21,2016-11-03 10:15:12,42.520763,-83.047318,,,0.01,Accident on 13 Mile Rd at Mound Rd.,Mound Rd,Warren,Macomb,MI,48092,US,US/Eastern,KVLL,2016-11-03 09:55:00,52.3,,86.0,30.15,10.0,NW,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-196320,Source2,2,2016-12-14 08:11:28,2016-12-14 08:40:56,42.546211,-71.761162,,,0.01,Accident on MA-2 Eastbound near MA-12 Main St.,MA-2 E,Leominster,Worcester,MA,01453,US,US/Eastern,KFIT,2016-12-14 07:52:00,27.0,,85.0,29.94,4.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-133704,Source2,3,2016-10-05 21:56:53,2016-10-05 22:26:29,29.335518,-81.131218,,,0.0,Queueing traffic and two right lane blocked due to accident on I-95 Southbound at Exit 273 US-1.,I-95 S,Ormond Beach,Volusia,FL,32174,US,US/Eastern,KOMN,2016-10-05 18:50:00,80.6,,89.0,29.88,10.0,NE,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-119435,Source2,2,2016-12-22 10:58:01,2016-12-22 11:42:50,28.184395,-82.556389,,,0.01,Accident on FL-54 at Gunn Hwy.,State Road 54,Odessa,Pasco,FL,33556,US,US/Eastern,KTPA,2016-12-22 10:53:00,68.0,,49.0,30.26,10.0,North,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-13871,Source2,2,2016-10-27 16:53:14,2016-10-27 17:22:57,37.518562,-122.270195,,,0.0,Accident on Harbor Blvd at Elmer St.,Harbor Blvd,Belmont,San Mateo,CA,94002-4047,US,US/Pacific,KSQL,2016-10-27 16:47:00,62.6,,88.0,29.96,3.0,SE,5.8,,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9576,Source2,2,2017-01-04 02:38:45,2017-01-04 03:23:16,37.935482,-122.51683,,,0.01,Lane blocked due to accident on US-101 Northbound at Exits 450A 450B Redwood Hwy.,US-101 S,Corte Madera,Marin,CA,94925,US,US/Pacific,KDVO,2017-01-04 02:35:00,59.0,,88.0,29.88,10.0,WSW,11.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-118794,Source2,2,2016-12-19 08:48:09,2016-12-19 09:32:42,25.762363,-80.320892,,,0.01,2 right lane blocked due to accident on FL-826 Palmetto Expy Northbound at US-41 8th St.,SW 8th St,Miami,Miami-Dade,FL,33144,US,US/Eastern,KMIA,2016-12-19 08:48:00,82.4,,74.0,30.3,10.0,ESE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-136834,Source2,3,2016-08-10 15:07:54,2016-08-10 15:37:54,29.155529,-81.075623,,,0.0,Lane blocked on exit ramp due to accident on I-95 Northbound at Exits 260A 260B I-4.,I-4 W,Daytona Beach,Volusia,FL,32119,US,US/Eastern,KDAB,2016-08-10 14:53:00,84.9,,72.0,30.12,10.0,ESE,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-126262,Source2,2,2016-11-06 10:20:57,2016-11-06 11:20:18,26.194038,-80.209023,,,0.01,Right lane blocked due to accident on FL-91 Northbound after Exit 62 FL-870 Commercial Blvd.,Ronald Reagan Tpke,Fort Lauderdale,Broward,FL,33319,US,US/Eastern,KFXE,2016-11-06 09:53:00,78.1,,58.0,30.14,10.0,ENE,13.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-157122,Source2,2,2016-09-01 06:08:12,2016-09-01 06:38:12,33.843212,-83.633888,,,0.0,Accident on US-78 Eastbound at Cattle Barn Rd.,Highway 78 NW,Monroe,Walton,GA,30655,US,US/Eastern,KWDR,2016-09-01 06:15:00,71.6,,88.0,29.95,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-130744,Source2,2,2016-09-14 08:36:06,2016-09-14 09:06:06,26.709175,-80.200912,,,0.0,Three lane blocked due to accident on FL-704 Okeechobee Blvd Eastbound at FL-7.,Okeechobee Blvd,West Palm Beach,Palm Beach,FL,33411,US,US/Eastern,KPBI,2016-09-14 08:53:00,82.9,,79.0,30.06,10.0,South,5.8,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-168473,Source2,2,2016-12-19 20:00:06,2016-12-19 20:44:53,42.037273,-88.282547,,,0.01,Accident on IL-58 Chicago St at Spring St.,E Chicago St,Elgin,Kane,IL,60120-5523,US,US/Central,KDPA,2016-12-19 19:52:00,10.9,-4.1,70.0,30.57,10.0,South,12.7,,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-148533,Source2,3,2017-01-04 16:56:14,2017-01-04 17:25:43,33.840328,-84.313011,,,0.01,Lane blocked due to accident on I-85 Northbound at Exit 91 Northeast Expy.,GA-403 N,Atlanta,DeKalb,GA,30329,US,US/Eastern,KPDK,2017-01-04 16:53:00,46.0,40.2,54.0,29.96,10.0,WNW,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3236,Source2,2,2016-07-15 19:21:22,2016-07-15 19:51:22,38.031467,-121.258003,,,0.0,Accident on Highway 99 Northbound at Hildreth Ln.,N Highway 99,Stockton,San Joaquin,CA,95212-1502,US,US/Pacific,KSCK,2016-07-15 18:55:00,90.0,,27.0,29.78,10.0,NW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-58650,Source2,3,2016-12-23 08:15:33,2016-12-23 08:57:08,33.213024,-117.389061,,,0.01,#1 &amp; #2 lane blocked due to accident on I-5 Southbound before Harbor Dr.,San Diego Fwy S,Oceanside,San Diego,CA,92058,US,US/Pacific,KNFG,2016-12-23 08:23:00,57.9,,100.0,30.1,3.0,SSE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3897,Source2,3,2016-07-22 21:55:50,2016-07-22 22:42:55,37.826355,-122.288979,,,0.0,Accident on I-80 I-580 Eastbound at Exit 19A I-80 I-580.,I-580 E,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,2016-07-22 21:53:00,63.0,,75.0,30.04,10.0,West,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-125630,Source2,3,2016-11-02 06:58:07,2016-11-02 07:27:46,25.899435,-80.34668,,,0.01,Lane blocked due to accident on I-75 Northbound at Exit 2 Hialeah Gardens Blvd.,I-75 N,Hialeah,Miami-Dade,FL,33018,US,US/Eastern,KOPF,2016-11-02 06:53:00,75.9,,67.0,30.1,10.0,East,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-63590,Source2,3,2017-01-18 14:59:45,2017-01-18 15:44:17,33.965805,-118.370499,,,0.01,Accident on I-405 Northbound near Exit 47 La Cienega Blvd. On the median.,I-405 N,Inglewood,Los Angeles,CA,90302,US,US/Pacific,KLAX,2017-01-18 14:53:00,57.0,,69.0,30.14,10.0,West,16.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-17395,Source2,3,2016-11-17 20:29:41,2016-11-17 20:59:27,38.59343,-121.444771,,,0.01,Accident on I-80 Bus Capital City Fwy Northbound at Exits 9A 9B Exposition Blvd.,Capital City Fwy E,Sacramento,Sacramento,CA,95815,US,US/Pacific,KMCC,2016-11-17 20:35:00,44.6,,71.0,30.1,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-23073,Source2,3,2016-10-04 13:40:40,2016-10-04 14:10:09,37.789227,-122.254539,,,0.0,Right hand shoulder blocked due to accident on I-880 Southbound at Exit 40 Embarcadero.,Nimitz Fwy S,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,2016-10-04 13:53:00,66.9,,66.0,30.0,10.0,WSW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-188326,Source2,2,2016-10-03 14:37:05,2016-10-03 15:06:54,43.006886,-83.72139,,,0.0,Accident on Court St at Farnum Ave.,Farnum Ave,Flint,Genesee,MI,48503-3120,US,US/Eastern,KFNT,2016-10-03 14:37:00,66.0,,68.0,30.1,10.0,WNW,3.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-165432,Source2,2,2016-09-07 18:46:07,2016-09-07 19:16:07,41.21225,-95.962547,,,0.0,Accident on US-275 L St at 33rd St.,S 33rd St,Omaha,Douglas,NE,68107-1426,US,US/Central,KOFF,2016-09-07 18:58:00,79.9,,92.0,29.81,10.0,ENE,4.6,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-30835,Source2,2,2016-09-09 14:07:26,2016-09-09 14:37:26,37.39843,-122.025848,,,0.0,One lane blocked due to accident on US-101 Southbound at Exits 396A 396B Mathilda Ave.,Bayshore Fwy S,Sunnyvale,Santa Clara,CA,94085,US,US/Pacific,KNUQ,2016-09-09 13:56:00,72.0,,59.0,30.01,10.0,NNW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-42275,Source2,3,2016-06-14 10:05:29,2016-06-14 10:35:29,37.643669,-122.447243,,,0.0,Right hand shoulder blocked due to accident on I-280 Southbound near Exit 45 / Westborough Blvd.,I-280 S,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,2016-06-14 09:56:00,61.0,,56.0,30.06,10.0,West,26.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-173152,Source2,2,2016-09-21 08:03:55,2016-09-21 08:33:37,42.00341,-88.12957,,,0.0,Accident on IL-19 Irving Park Rd both ways at Orchard Ln.,Orchard Ln,Hanover Park,Cook,IL,60133,US,US/Central,KDPA,2016-09-21 08:00:00,66.0,,87.0,30.23,6.0,ENE,9.2,,Light Thunderstorms and Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
